cid,text,time,author,channel,votes,photo,heart,video_id
UgxE3Xy2CPsKMopkfex4AaABAg,"Was für eine Reliquie ist das, womit der Priester den Segen gibt?",قبل 4 سنوات,Paul Hein,UCXuDL4z5GMO-TXvsTYpnhyw,0,,False,Q_TIAqi33Lk
UgxwDSucbidGV8sQjPJ4AaABAg,ดูพี่แต่ก่อนหัวร้อนแล้วน่ากลัวตอนก็พอดูอยู่นะ ชอบดูนะจริงๆนะ😍😍😍😍,قبل 4 سنوات,ชาเขียว ใส่นม,UCi96EfD7ga2tCgiteuCtO1g,0,,False,THQ4oFu65mo
Ugzxi-ePCW0hT8xiop54AaABAg.8gkuzPbk05A8heUSfWl_hT,Thank you,قبل 3 سنوات,TheWholeShabang,UC_R120EZr_BBRD1x7oEOmLA,0,,False,5To_A6FgWck
Ugw-A9-AbU-EzjGvdL14AaABAg,تسلم ايدك,قبل 3 سنوات,Hanan Hanan,UCXaxYyrZHijHhzKCtQAjIdQ,1,,True,g66lR40z9-c
Ugy6CXeD0ZSzt7L36cB4AaABAg,"MasyaAllah barakallahu Buya Yahya, semoga Allah memberikan umur panjang, kesahatan dan selalu dalam lindunganNya. Adem Buya.....",قبل سنتين,urmi sungkar,UC93y5DqNHYkePLf8ECrIquw,12,,False,kaBkd18u8ko
Ugy7YEEoiX0Fm_kaerp4AaABAg,I also love the highlighters Bic flex for calligraphy 🙂 They are one of my favourites 🙂 It's too bad they don't do a pastel version ^^,قبل سنة واحدة (تم تعديله),Bly Viv,UCjXozIW0CfMMQrSJv7vzwqQ,0,,False,7ZpTQrsGnoI
UgydkvMuPQtXZCgtEn54AaABAg,Je retombe en enfance quand j'entends la musique ( générique). Ça me rappelle mon école primaire alors que j'avais 6 ans.,قبل سنتين,Claude Laflamme,UCuw6Q_lIcXJKAai1FXfIl-Q,3,,False,594vwRUMm4k
UgwrUM3Y-yVI-9CUK454AaABAg,es super la cancion!!! me soy inscrito ahora+1 :),قبل 3 سنوات,Francesco,UC2mo9pGOoElAbArRTuBPV7Q,3,,True,YPzvRVfCsoM
Ugy9spk0AAEPhRpISu94AaABAg,আমার কিছু প্রশ্ন আছে পৃথিবীর আকার সম্পকে?,قبل 3 سنوات,Nasir Uddin Gazi,UCgkcTsC1FQrGXlvWTloMtPg,0,,True,3omO-kWdKco
Uggp_UmOHC6bqHgCoAEC.82ByEW7hivw7-HLw-Hixq3," @RS  thanks so much my friend, i will always learn for my self, thanks :)",قبل 6 سنوات,rafy A,UCB69iibkyOYlODhrwJlrzsw,0,,False,CgaIZB0erXs
UgyAwO6DXUvy4ekVdu94AaABAg.8gYqM5fm5ch8iOaYL1WMV0,Hammer Video!!! ;-),قبل 3 سنوات (تم تعديله),Calli,UCd6vv4ntywQDO5BjkJNnEoQ,1,,True,FyMf0qd1Vw8
Ugjv9wWmTxw0dHgCoAEC,qual e o nome da musica?,قبل 4 سنوات,vitor hugo,UCotG7iMko7tAGOa7pQkoQPQ,1,,False,Eja7fgJl8z8
UgxMj7MN7MuZuiRzPUB4AaABAg,"que jogo foda, ainda nao tinha parado pra prestar atençao nesse jogo, gostei tomara que rode no meu pc",قبل 3 سنوات,DART STREAMER,UC5to_2aDQMifwmQWQg6y9LQ,0,,False,8JmWdBaidBc
UgysUn0ncCrHhFvkwYp4AaABAg,can someone give me the lyrics of this song,قبل سنتين,Daniel Archie,UCa-Sbc9l3_LEK475GPMlnyg,0,,False,hqFkqUm8Tuc
UgwFLe6cBn0M5pv-rwF4AaABAg,im in,قبل 13 سنة,authenticsportscards,UCaRQtBj2fM0SvmSkEuGyJZw,0,,False,iRdGWx9kXJw
UgznRqAupqiK4DA9W094AaABAg,Are only 1 in 33 well groomed?  What if the tx bulb is loose or poorly insulated?  What if the filter is dirty?  What if the blower motor is seized?  Should they still add refrigerant?,قبل 8 سنوات,willboske,UC7LN3vqLOHLMOKIBpatoVwg,0,,False,EELXyRYw7Lk
UgyARShubJZA19RhSKB4AaABAg,ダルさん強いっすね(^-^)笑 そして安定の肉壁ww,قبل 8 سنوات,シラス男,UCtk2NtEAAgRtZL2ZThyrepg,0,,False,pTyCjCdaqCs
UggQTW4d4LBW8ngCoAEC,"Один из тех каналов, которые приятно смотреть, даже не играя в эту игру. Ждал БДО еще с анонса (на корее не играл :((( ). Тем не менее, внезапно игра наскучила за пару дней :( Однако твои видео до сих пор смотрю! Очень жду увидеть и услышать твоё мнение о других проектах :) Поздравляю с 21к+ подписчиками :)",قبل 6 سنوات,Dmitry Lubetsky,UCHJAG45iNCLLdSGMFvGjXww,0,,False,vTP2ewzXBBE
Ugx9r-fLN6NLCvDS1Ah4AaABAg,Nice vlog 😍😍😍🔥🔥,قبل سنة واحدة,MR,UCKLVRBrP7Fk7TDtKf9cYBrw,1,,False,lFYjJ9sRYUw
Ugxm5ZbS-JTLP_Q5YVR4AaABAg,diction looks like he's about to explode,قبل 9 سنوات,hauntedxxshadow,UCywoNTtvZ90pZmyHx4rbz1Q,0,,False,P_OFoJjn2Cg
UgwzkuO01hP8XhudOEh4AaABAg,Komenfari.  15.  azmirazB 💍❤️u❤️🎂🍨🍧Bmoen💝Bmoe,قبل سنة واحدة,Sda Sda,UCPCB4W29BR-6HvN7FdRyRVg,1,,False,L3nqhwQZkLs
UgxRZTlIR_7Az9BdyTp4AaABAg,"Hi from the UK,
Great to see your new video,I found your tutorials a while ago and subscribed,I was a beginner beaded and did your wrap bracelet,I haven't stopped since and today recommended you to my daughter who wants to learn,I am 52 this year but you have made learning so easy for me,many thanks for sharing and for teaching an old dog new tricks xxxxx
",قبل 9 سنوات,Lynn Raby,UCJ7oZ6DLhzS2q6uQJLs5uQQ,0,,False,InAWK1cknF4
Ugx8ah3bvYilYjc15eN4AaABAg,aww,قبل 4 سنوات,Nathaniel Bird,UCVvWhswMHWfvc0r94RBK_LQ,0,,False,Rb0RV2jvbNc
UgjkzaS3M02ZP3gCoAEC,It's Absolutely Amazing What Drugs Do To A Gener.,قبل 6 سنوات,MondoMama,UCEPMdzYguN7Tmaoxdc6fDhA,17,,False,z39AvvLgYl8
UgwaSq55Qt5DiWnmrMJ4AaABAg,10am verrrrrryyyy earrrrrrllllyyyyyyy,قبل 4 سنوات,Hugh Jazz,UCdMj3BZsakajt2mULqQxDcA,1,,False,eJoxMaYchng
UggW-PWUdGqAOXgCoAEC,Thumbs up if you enjoyed watching me get carried !!!,قبل 8 سنوات,cal gaming,UCqSM-dDyVFPPosUe3y013ug,4,,False,r16-SbHCljs
Ugyxz_2Cn-Ivk_c8PbR4AaABAg,loel),قبل 9 سنوات,WOOF DOG YETI AOOAOO,UCJJkElxedUIHC-IjByyg6Pg,0,,False,ugi4BcW-MGM
UgzOU34Mn5_vLNuKBVl4AaABAg,PRIVILÉGOI DE POUCAS PESSOAS PODER OUVIR  O PASTOR MARCO FELICIANO ! REALMENTE PRECISAMOS ORAR POR ELE !,قبل سنة واحدة,Mirian Guimaraes,UClvPs19RwaA_Id7_G8b-1tw,0,,False,ATO0Ug32mtU
UgyUI4v65kOn-LTMRoJ4AaABAg,Herzamanki gibi kralll ❤❤,قبل 3 سنوات,Game List,UCzEGuDUUfVG3KfxE6M1vkiA,0,,False,qJewL1fOOWs
UgglGXY8b-zfsngCoAEC,Woulade de rire vous êtes trop drôles!!! Bravo Sandrine! 🙌💪😁,قبل 4 سنوات,Jessica Livio,UCLisHxe9BdcdV_av_mHFIpA,10,,False,osmPJm_uZuo
Ugz2JMyF0WuyAAGA0154AaABAg,parabens adri ! pra cima deles Brasillll!!! abraço,قبل 11 سنة,Mokan,UC1iAnyQnL0kjxU8DDehb0iw,0,,False,GxOmUE74SbE
UgxNo3TbwG92OKS4ZBl4AaABAg.8ciKTTutbc28fc0yKFPSG1,amit,قبل 3 سنوات,Karman Desai,UCg-Dhe3imNS0m5vLkd1cBzA,0,,False,xft80prd2Ik
UgzhkP6VCCyQVTfegu14AaABAg,Sangat berguna tutor lu bang mantul gw jadi sultan mendadak di squad gw hahahaha thank ya bang,قبل 3 سنوات,Arrya of gaming,UCmzCkOmaWqbZcR0q4SovhIg,2,,True,E2EsHDdYwg4
UgwsVJtWgiY_LfCOUyV4AaABAg,lmao when I saw this scene in theaters I nearly fell off my seat.,قبل 10 سنوات,ltngirlll,UCo3XI-IuipaVPJMBxNV-vhA,0,,False,3c8Y9O1iEQA
UgijEcJP10Q9HngCoAEC,"I love these ""Battlefeels"" videos. Keep 'em coming!",قبل 6 سنوات,Jonny Nevanranta,UCqvYRp4IuXQnFat2ayR2egg,0,,False,6fyfPTovZ0I
UgwHoRixKEZDYQP9Ax54AaABAg,lol. minho's bodyguard looks like Junsu,قبل 10 سنوات,boalohanuiloa1,UCXMw9585PgmU6W72NY1b60w,0,,False,11HUEvAo-8w
UgyRoV3aroFlkvPvpyt4AaABAg,"15 سنة متقلب في السجون والعنابر ومن ظلم الحاكم الا ظلم السجان لاجل قال له إتق الله اللهم رب السموات السبع ورب العرش العظيم أنزل رحماتك وبركاتك عليه ورفع درجاته وجعله من ورثة الفردوس الاعلى 
اللهم أنتقم مبارك وخزه وذله عاجلا غير اجل",قبل 3 سنوات,جوهر العمر,UCdO8aHu7gFTDwfBCo-9hJlw,113,,False,svnYnJKLi1A
UgyD3NGxp9uwR8KUQ5t4AaABAg,Looks like a GT1 car to me. Sounds like.... not any Lamborghini for sure.,قبل 8 سنوات,Pandamasque,UCFBKNnYH_d6n5NkwJf-qbrQ,0,,False,vbUOWuLtnEY
UgirBt7ZFPpW-XgCoAEC,Did U know that they are still making these. The last one I read I think is called Radioactive Robo Boxers or something like that. I also liked reading Super Diaper Baby 1 and 2 and also liked reading Ook and Gluk Kung Fu Caveman from the Future.,قبل 5 سنوات,POKEGAMERZ 9185,UC9HC2nSzkRMW6NdWLD5W2uw,0,,False,zoPiO8IbSmc
UgxLXVlF_1yFEr7LXf54AaABAg,So good 😍 i like it 😍,قبل 3 سنوات,Cụt Yêu Liên Minh,UC6yTvb0LNYZDM1itYum2anA,0,,False,8QEwGU6gThw
UgwLRaSEoioAkCBYTGp4AaABAg,أضفني على Snapchat! اسم المستخدم: motnok432 https://www.snapchat.com/add/motnok432,قبل 4 سنوات,mot nok432 سنابي,UCwcTGGBLsmDFFaxgh5GeFvQ,0,,False,wj_fMGlJHTU
Ugw7FpiWxI_Tj-I8Lhd4AaABAg,"Azonnal védesse le a találmányt! ebben van perspektíva,és tovább fejleszthető. szép munka!!!",قبل 4 سنوات,Péter Varga,UCINx9mbr2q2zGl20sdWjYxA,0,,False,Wu0fiogkbq4
Ugj90GHrFTNL4ngCoAEC,OCHOA TE HAGO UNA INTRO SI TE INTERESA LLAMAME SKIPE: bysergio98,قبل 7 سنوات,Roar Ulises ™,UCLYR86-2saPxphUiy0aGxkA,0,,False,oPu8VSWnvDI
UgzR0XvGdxE8PJ7dhtt4AaABAg,why is this so funny 💀,قبل 3 سنوات,Kell Joseph,UCnFaf0_8-0UjUK75nTi_Y5g,0,,False,ideRKTPWZBs
UgyYZRTPEjLuwpC2z654AaABAg,HE'S HOT AND HE'S TAURUS! IS'NT THAT WHAT WE ALL WANTED,قبل 3 سنوات,A A,UC1ScnziGnpOhjW_UHmjaefg,34,,False,54EGWcP6T8k
UgydnAvNXPzoG_-q4qd4AaABAg,Hrittik Roshan is perfect for Dhoom 4.,قبل سنتين,Md sakib Hossain,UCkMQ6H_om8Qj8jrrUdwKlCA,3,,False,80WNN6VOZxg
UgiWO-DkWBvKS3gCoAEC,phim j z,قبل 6 سنوات,Kim Thần,UC1vYg0asbD0hjXG6jXLglcQ,0,,False,pQQaCORCLN0
UgyAMfzgqs0zDecwRs54AaABAg,"Já ganhou duas fãs! Muito bom, meus parabéns 😍
Estamos aguardando as próximas músicas!!! Sensacional 🌟",قبل 3 سنوات,Ias,UCkpRcmfanRClv77chAVyxrg,1,,False,JH-S0_wjzwA
UgwxrqqOJOHN_mBUJdt4AaABAg,1:32 - You know that you've made an awesome ride when you make Robb this happy.,قبل 11 سنة,Mark Trenfield,UCyefotbP3kkhL2olAq4IRQg,0,,False,yjn6ELuH3xg
UgjGSKci-Y3yHngCoAEC,jeg elsker alt med denne videoen tror jeg,قبل 4 سنوات,ti på halv fem,UCHEuhiZuoLmc2d4SI2KIBBQ,1,,False,4ysbAD9F44c
UgwtU7tIxwlPvVSnMtF4AaABAg,Love this vid,قبل 3 سنوات,Victoria Wemberg,UCqR9-W_4i2U06IXDAYZ6T3g,0,,False,QABDQZPiyGA
UgxORL0HPBERs4dgCLF4AaABAg,Nice video bro thanks,قبل سنتين,Mr Rai,UC08S1sH7v7DoeL_lavGPwig,0,,True,c0KCXSpHDA0
Ugx_12EPtnV2EMoIbA94AaABAg,Cool l Try it,قبل 4 سنوات,Zoe GG,UC9-jb9SJzavkah0e6Ar9wXw,0,,True,cdEw7zskqO8
UgwvW9-aCuN56tdjkIl4AaABAg,Fajne kosmetyki 👍😘Miłego dnia i wszystkiego najlepszego z okazji naszego święta 😘,قبل 4 سنوات,Be Yourself,UCAb7U0m8UxcWLRXz_57FRUA,1,,True,IUVrFqgnB-k
UgypGooRxUDJ2iAGs3J4AaABAg,"Punk & Oi! will 
never fuckin' DIE!!!!!!!",قبل سنة واحدة,stavros SkinS *,UCsLHeHDTypWFZ2NJbZKnvlA,3,,False,d7WdBQOsthk
UgwyOLSIQAc7i9m7u-t4AaABAg,shah beekh,قبل سنتين,asmeen kkhan sab,UCMYn3tGkQLeHxsvK78s-3gw,0,,False,fPdlyE7U3C4
Ugg6JO5vR9BD9XgCoAEC,"eu tinha 15 anos, em 1999 quando ouvi esta letra que é benção.",قبل 5 سنوات,Rogerio Silva De Oliveira,UCymc8irnKmZEXK6D1uzcttA,28,,False,Zzp12ohAK0U
UgzZ-7t3Z4rLibEKdI94AaABAg,Omg Jerichatte c moi ou c un nouveau mot ?,قبل 3 سنوات,JerismoZ,UCjMnLhf2m3QIZ0_iaPZZRew,1,,False,YuFu7danjD0
Ugg82WftvSzPtHgCoAEC,Holy crap what a great package!,قبل 4 سنوات,MyBrave2012,UCgRv2wg8UZf9PN2OsYBp3AQ,1,,True,8WQYubefPiQ
UgxBxrdGEnDrWjsUDgx4AaABAg,"Да, летс плей забавный, как всегда =)",قبل 9 سنوات,Sergei Serg,UC9n2tQk8M_IWnoiAkZbtVXg,0,,False,qVZp4hqbCy8
UgxWRoEgDohgCa03lER4AaABAg,Ovo serbian rap? Boze baci ciglu i budi precizan!,قبل 10 سنوات,nzm997,UCtiwGUZCAy8G0oYxpDYh0Mw,0,,False,aDx5xZ5pEYI
UgwOZ7eUEqfA8UrdFS54AaABAg,"Músicas:
Unknown Brain - Perseus feat Chris Linton NCS
Uplink - I Still Need You
Leowi - Hollywood feat joegarratt NCS
Unknown Brain - Superhero
Cartoon - Why We Lose (ft. Coleman Trapp)
See U feat Johnning NCS Release
Cartoon - On & On (ft. Daniel Levi)
Culture Code - Feel Again (feat. Harley Bird)",قبل 3 سنوات,Kakabolamar,UCFxUIsi7I5qS6W63tvZjBhQ,35,,False,zG6bVjHR03A
UgwyLE0lIPbO61GeKrF4AaABAg,приручи сову она умеет планировать как грифон личить и отригивать клмочки а этими комочками очень хорошо приручать гачю,قبل 3 سنوات,Анатолій Король,UC9ZlZ_Pzzw7XrYpWR_NNbRg,1,,True,hynbPAEQkBo
UgyEz6MypKYoJxn6iVR4AaABAg,¡Hipócritas! Olvidan que la Declaración de Derechos Humanos fue firmada por criminales de guerra.,قبل 10 سنوات,ivs87,UCMSACptT4foz5ZuQet_kGUw,0,,False,Dq_lhekUqLs
UgyjRcRk89_cAThi3hh4AaABAg,"oh, i love these two so much. honestly, i had much more invested in this relationship than any of their romantic relationships. what a perfect song for them. i love this video, the soft coloring and the pacing is amazing ♥ ",قبل 11 سنة,SG,UCR_0HNcAv9ax6-Loed3yrjQ,0,,False,bH6qYMjxECw
UgzhgHEqG_bbcQxvxlF4AaABAg,They got rusty waaaaay too fast,قبل سنة واحدة,Aaron Samuel,UCGQx4TMN8Viu0r5_C6pBUDw,0,,False,9lrAi8fYasw
UghX8PVOp9s3qHgCoAEC,un beau duo en action,قبل 6 سنوات,xGoomba80x,UCoHAPiEdyaRU04_WdfLbV8g,1,,False,Yc_Vv4f2g-A
UgxCph5-ECmpMFrdwu94AaABAg,6:42,قبل سنتين (تم تعديله),영영,UCf1eqKS7O-Sj8GO2JYC2xaQ,0,,False,ZC2d0n1z_pw
Ugg1oEW2QJ73iHgCoAEC,ياخي والله الشعب الفلسطيني شعب مافي اطيب منه في الدنيا على رأسي والله كل فلسطين اخوك عبدالرزاق من سوريا,قبل 6 سنوات,عبد الرزاق النايف,UC9FZTm551llL4r0Zpsr0IeA,137,,False,RAPt_AzKUrU
UgxaL9dO77qqJiNSxM54AaABAg,みんな超個性的だなあwふくやマスターさんは美声だな～,قبل 3 سنوات,Vtuberロロコ,UCvjOsWQQpKAiahjQn8_GbiA,0,,False,aDozsDRB6h0
UgxMMY3Jr9fZy8b6NnN4AaABAg,"Нифига, целых три матча за ролик, годно👍",قبل 3 سنوات,"Даня Квашин, книга сват?",UCne3Ji_3LbMCaxNcCir8g1w,11,,False,nLnTa_DXncE
UgyWjN7z8yS0CcNwgu54AaABAg,"Realmente no puedo olvidar este concierto, y la razón fue por la energía transmitida!, he ido a conciertos que han sido mejores, pero en cuánto  ""espectáculo"", cómo mejor escenografía y esas cosas, pero la energía que se transmitió en este concierto no tiene comparación!",قبل 11 سنة,marcocat,UCN9Hn6ypHpKQFKOdipktGag,1,,False,n8vxpk80hjA
UgwqVtQHV3OsbwU-C8d4AaABAg,God is a good God. Forgiveness is an awesome gift.,قبل شهرين,Coolie Haughton,UCCuHVww7LZETV-QmHy8nl6A,0,,False,iNm4Fo29VAg
UgwlcU3jzKXhuBP155B4AaABAg,"Vou tentar fazer espero que eu consiga, gostei muito do origami ! Abraços :)",قبل سنة واحدة,hiro,UCdebPJjnyNvI91ZWc_q_HaQ,1,,False,zB2HcUD2am8
Ugwn8q3rZGb_PwbnDWt4AaABAg,Muito obrigado professor !!!,قبل 4 سنوات,Sergio Kent,UCENJS2EpUQQJFGzbkAOzy1Q,1,,False,xhf9D_QpQuI
UgwRdByS5UU0JNzguKZ4AaABAg,Amazing cover!,قبل 8 سنوات,dinckelman,UCtOQiCc6Se3aV9f5rTNBUcg,0,,False,OKT9Pqmgzq0
UgwRZdhGIKkZ3a3AF_h4AaABAg,Ikaw ang tunay na Disney Princess! Mahihiya sayo si Snow White at Elsa! 😂🤩😍,قبل 3 سنوات,MJ Garcia Perez,UCs_uf7D0H_hFeZTd1-b5Xsw,55,,True,fVdKjQRhDZE
UgxfS_AiC02PLfPubYN4AaABAg,Tim appreciates his moms cooking.👍,قبل سنتين,D Suprise,UCm0xod6RmtpaG4y7F6ZCJCQ,0,,False,bBQK5jT3H3o
UgjJNUnggRmoKHgCoAEC,Et pour ouvrir JAVA en tant qu'admin..... mr l'expert.....,قبل 7 سنوات,lafreux1981,UCmInSk4dLxEN4gV9G2OodaA,2,,False,rykpTmTecVM
UgznQImCIJMEEj6wjTF4AaABAg,"#cozinhafit&fat, coloca a receita na descrição do vídeo por favor. Ajuda muito!!! Nem sempre podemos baixar aplicativos em nossos telefones...",قبل 3 سنوات (تم تعديله),Cris do rio,UC8QuhamwW83oAZPYD6uNjPQ,14,,False,2z6sdEHIWQY
