cid,text,time,author,channel,votes,photo,heart,video_id
UgwBcYgwPim7Web4PQR4AaABAg,Happy to see my Sunbeam Tiger at 2:00. It's a great event so long as no one screws it up and gets it shut down by wrecking when they exit.,قبل 11 سنة,Stephen Waybright,UCvdVWIkOBU93tKuAd8VsZ8Q,0,,False,fxgTBuP9cZ0
UgiTUexTp4q-0ngCoAEC.7-H0Z7-74Cd7-I-MBSnV8u,Haha me too,قبل 7 سنوات,Marathon Mouth,UCHLc6dE3mTEDgLwhrlKG_xg,0,,False,T1TdMol_e38
UggWqU1Uv9Y9J3gCoAEC,Du lourd serieux le 77 vaux bien representer,قبل 7 سنوات,Mickael,UCoAkO9QML6SURetWd3CyIOg,0,,False,8qM2v3CUa1k
UgxE9VSy-J72D2lWFCJ4AaABAg,"
That was a little strange but he's got a HOT body - what does he do to get that body, martial arts?",قبل 16 سنة,princesspupule,UC6xKuLg7T0_zXSVN4rZc76Q,0,,False,NXr6gXEQBZI
UgzrIcWKVpAgTJDWOs14AaABAg,1:25 😗,قبل 3 سنوات,Zairul Bin Mohamad,UCDVN9cXoOW6UZvOz1Hr_ENQ,0,,False,hF70dUUHPdM
UgyPVNw16acGNwVqYRl4AaABAg,I showed this to my mom and for some reason she gave me a 2 hour lecture and my dad was laughing through most of the video,قبل 11 شهرًا,a random person,UCuLmFF-sDKKHyy9YE-0ZxNw,74,,False,q-VxEFW9rvo
Ugx07zY92DYgd96ZLlN4AaABAg,នាង តារា ចោមច័ន្ទ,قبل سنتين,វប្បធម៌ សិល្ប:,UCUol4RWTt7xYHWNxgXBh0-Q,0,,False,JXhbFG5Kivs
UgwLv6zqBmtJUplggXN4AaABAg,"Y los créditos a Filip Cico Hritz 
Este video aparece en su canal como Devon Larratt -The King of The table ...en el 2014 por el cumpleaños de Devon larratt.
Soy su fan 💪❤",قبل 3 سنوات,Carlos Garcia,UCT1F9npFh1SMcDWCegtNHnA,1,,False,54gRpjm--4s
UgyE8WKI-cfcPsporJB4AaABAg,Stream On Spotify: https://open.spotify.com/artist/3LVjEteFWuBB067H37TOD8?nd=1,قبل 3 سنوات,Marty Mula,UCB2iNPfH6yZu7JiOeuizCew,3,,False,PMCTrzaJEOg
UgzvuC6DBcCfcJyDFTR4AaABAg,"wow, that's so EPIC. 

A Masterpiece. Thank you Nolan and David Julyan. ",قبل 8 سنوات,Rotolo,UCBrz5bwTNwMUibU8NjqvggA,33,,False,Es5bxYUvk3E
Ugyihl9OJA-8T9GO6RV4AaABAg,Dios que partida te echaste madre mia!!!! Gracias,قبل 4 سنوات,Volrat Xr3,UCVZwVGM4dq_whyOKPzl6dEg,0,,True,1wlgH-sA75c
UgylOyss4SsyFTOEpe14AaABAg,esas relaciones asi de lesbianas no funcionan  mas es loque sufren  ufsssss inseguridades,قبل سنتين,Gladis Tristan,UC5z5wZWFrSB7gfKf7ve6_kA,5,,False,1vOSdiWmW3A
UgzdP-fOV4X1IbW_LOR4AaABAg,Coringao vai melhorar galera FÉ ALVINEGRA 💪,قبل 3 سنوات,FAR PQDT 🔰,UCR0l3Rp8on314dS8LF5J3nQ,2,,False,8bjnt46YX2s
UgxMwp6FbPmw8mMqqKR4AaABAg,allh qbriga ha u nuuro allh u qadaree,قبل 3 سنوات,Janann Jama,UCECoGJUifX1i_oHNEvCU0HQ,0,,True,ECNiWhMs7BE
UgxpAbOugKLbddAaiP54AaABAg,It’s not matching... how come.. uselesss,قبل سنتين,sherwin,UCxdJzZlCHwuAYhAH8rF_JUg,0,,False,J-hWEA4oSCs
UgwJq9up9fivdRCD5HN4AaABAg,"Woop, cant wait ;D",قبل 12 سنة,Laura Louise Bull,UCEjPfIVkpIdQtKx72YsNptQ,0,,False,_VcV0EihRw4
Ugx-VnyB_C2ZAftAq5F4AaABAg,HP,قبل 10 أشهر,vinay dakoju,UC3v6fi-pBtGu77pDKf1wYPw,1,,False,s26-pRZ_qWM
Uggjx7KyHVjsEXgCoAEC,,قبل 8 سنوات,Liarart42,UClTzIDLpIRBKWNUMbE086Og,0,,False,tAHE5f1SIhk
Ugw3I7xlU9m-FbtBDPl4AaABAg,25:14 możesz pokazać tą budowlę 😉😊,قبل 3 سنوات,Amelia Drozdowska,UC5BMvB0FDq7IqQwnZ3z09Zg,1,,False,-FEbj30Awjg
Ugi3rsOAmrKMg3gCoAEC,"wow, I love your results, your hair looks soo cute! Defiantly trying this!",قبل 8 سنوات,E.V,UCuu1EbHbM18hPyD1irgqWNQ,0,,False,Wqzbf4xTTgU
UgwwPy-iGfDdyCj06cl4AaABAg,Does this help with enlarged pores and old acne scars?,قبل 4 سنوات,NobudeezDaughter,UCW5F_lkiQTzAxj4gNHM9OXQ,1,,False,sHtMF5_VVJg
UgzcrJ1xM1Qar2K2E0Z4AaABAg,The funniest thing is that i live in Leknes. Or the neighbour city Stamsund,قبل 4 سنوات,Stian Olsen,UCPTScBrtVoeoDh0Jc3apHOQ,0,,False,1vCxL5k49Qw
Ughrf93f0PrXdngCoAEC,Felices Pascuas de Resurrección....,قبل 6 سنوات,Maria Rodiguez,UC7Hg4pIySHonWgaYshGHxPQ,1,,False,c0lZL3jMnCY
Ugj_LI6Y1gog-XgCoAEC,Thank you for this video. It helped me so much!  Helped me to feel like I'm not alone in my spiritual journey. Many thanks Laura ❤️❤️❤️,قبل 5 سنوات,Teresa Reardon,UCD851KKSFGFz-slDAgnmoWA,1,,False,zljKTVshVlo
Ugh59QC1ruoJhXgCoAEC,не могу открыть,قبل 5 سنوات,hochu stul,UCBJ1PpkO913G0NzmGn7Qx2w,0,,False,BomasaQ-smg
UgzJfhMQnhG6fDz977F4AaABAg,Ας περιμένουν οι γυναίκες!!!μόνο εγώ!,قبل سنة واحدة,kotonblue,UCAaaKwVukbTfjjy8eXchwcw,8,,False,WvmBskNtDew
UgxmdUsa0dNmb5z3eD54AaABAg,ΠΑΝΑΓΙΩΤΑΡΟΣ ΘΕΟΣ!!!,قبل 3 سنوات,ΝΙΚΟΣ ΟΙΚΟΝΟΜΟΥ,UC5RwGp7q3oU0HMkb__ksS3Q,7,,False,viHWhvAIn1Q
UgyWjhR1MJZdk778q4N4AaABAg,Deberias tener mas subs editas muy bien!!,قبل سنتين,Cristopher rivero,UCxoD6kZhwV3hKcxSCTpqqPg,2,,True,8-X9mnpKhzM
UgzvQhE07jpI-eK-OEp4AaABAg,братчон ятай дига видио кн барои телефона гуш кадан ва сабшенира хондан,قبل 3 سنوات,Manuchehr Nusratuloev,UCAYzb_sXOPo9o7HzGwM6HEg,1,,True,wG61uokJo2U
UgwN-_VkMEWP2WFH_Vx4AaABAg,Short and Sweet !,قبل 8 سنوات,Nithin Mohan,UCpB2mWji9KMaCWQ5riqTYHQ,0,,False,QQ_HgpNoTig
Ugikwzjlzvw5BHgCoAEC,Kooper faz FIFA 15 modo carreira pf.,قبل 7 سنوات,Gustavo Coelho,UCOnVar0bNc_iTjzN3P6JMCw,0,,False,ZIwaDFNnBEg
UgysBHY80-3te54bvmZ4AaABAg,@Reallyhoopy2 only if you went to/or are going to Mount Si High School,قبل 11 سنة,Seivoria,UCksGozDwfPnItijKsEz2MrQ,0,,False,28Q7pLYAIwU
Ugx62_4TtJt5NlIvggh4AaABAg,❤☺✌,قبل 4 سنوات,الأدعم,UCPk0ZUCHMZnPtBcBAvjwH7w,0,,False,8UfCiIu_lGQ
UgznUiECRwV51mTiv-R4AaABAg,อยู่ที่ลูกค้าเลือกบริโภคค่ะ. ร้านแต่ละร้านก็มีคนติดใจเหมือนๆกันค่ะ ไม่ได้มีร้านเดียวที่จะติดใจค่ะ,قبل 4 سنوات (تم تعديله),NoOki,UCkHcKmGC9LmEVUs4chGCcHQ,3,,False,rUxpVJc4pH8
UgwGPs2cBXMO4WYeqlZ4AaABAg,A absolute solid amazing song. Already listened to this from Monstercatmedia tho ;),قبل 9 سنوات,swims,UCqJo0D0TIlTvprxaMRknucA,0,,False,rDy1FZ1cKMA
UgypxNJgFcvFZcoghnB4AaABAg,R.I.P. SYLVESTER JONES THE TRUE QUEEN OF DISCO. BOB IN CINCINNATI OHIO,قبل سنتين,Robert Kincaid,UCAdkGoBJCXgKpZwpnaLU3cw,1,,False,HZHnfpAhJVQ
UgxKDxzb5x9-HzttKzx4AaABAg,"For those that had this system and game and are versed in the technical specifications, can it be clarified if the game had music?  The AVGN episode mentioned the lack of music and from what I read once that the sound effects came out of the left channel and music on the right channel (or vice versa).  Perhaps the nerd had a mono TV.",قبل شهر واحد,Jason Kyle Adams,UCgIRNo8t0YLIf675JoNa62A,1,,False,NanjfqwMfdA
UgxS9SjsujHPS9cf1Ud4AaABAg,"Oh mon dieu que tu m'as faite rire!!! J'ai adoré cette video. Et tu sais quoi? Et bien moi aussi j'adore dormir avec le tee-shirt que j'ai porté la journée et c'est une chose que je n'ai dite à personne, je pensais être la seule!!! 😂😃 Mille Bisous 😘",قبل 4 سنوات,Celine,UCRRUviUo2vXEBfs6txv5jiw,0,,False,qJaNUadn8tU
UgykbQgwH5V8kA_6B2l4AaABAg,"جزاك الله الف خيييييييييييير يا ياخوووووووووي

والله يثبتك ويثبت شيخنااااااااا عبدالولي الاركاني

والله اني احبه فالله 

جزااااااكم الله الف الف خير وتستاهل خمسسسسسسس نجوم يابطل",قبل 12 سنة,MR,UCsLfDGMoaYZmiKeShf_MahQ,0,,False,PhCBYbw3nRk
UgxLC8gOpIWNTBkX1ZZ4AaABAg,Bela reportagem!!,قبل سنة واحدة,Mamola 1982,UCVIPftW_2FdN4fje109E0Cg,0,,False,3PkB2hpAgk4
UgwvTWmxdiIdXnoAfbx4AaABAg.8XvvaBCq6hT8Xvvl03ZWTu,Makasih bat yak salam kompak,قبل 4 سنوات,Katel Kotak,UCJYzrbSuRC7il_16OTeNLYg,0,,False,vvfEroMg0ZI
UgzdM0m2UAUjCizhltJ4AaABAg,o melhor video até agora os outros estão uma merda!!,قبل 12 سنة,Vinicius Pânico,UCHraEL5Pg79_nHB1MfnmZJQ,2,,False,31xoE_zaUu0
UgjSAqmyGnzwTngCoAEC.8EPG79JD_rs8EPHh1NJwV1,"No fue mío el tiempo, busca su canal, ya te lo paso",قبل 5 سنوات,juan,UCFBN8L9SsE0n3qbgZWLRTdw,0,,False,G5BHgh9BHzg
UgyuX87z0Mko9d1vuU14AaABAg,Hace mucho no veía una partido 10vs10 desde el inicio ya que maffeo sacrifico el partido completamente por no dejar jugar messi.,قبل 4 سنوات,Mateo Montoya López,UCaLgL9hbMIeRPofEzvI0B-g,13,,False,wgXYHw0Hso4
UgyukAXglMrVegcWKvp4AaABAg,"Cemre: Ay Mert ya Seni Hırsız Sandım
Mert: hırsız olsam kanepede neden yatayım😂😂",قبل سنتين,Medine Oyunda,UCabJKAKc7bHjjjONqppMhcw,1.1 ألف,,False,7LzDFipEop0
UgyDJmD1nuskPt0QEk94AaABAg,"Очень бы хотелось чтобы добавили персонажей , которые бы сидели в танках я думаю было бы класно!!!",قبل 4 سنوات,Никита Хмельницький,UCXgaVT2P-kConFUaZbgo6bw,0,,False,ikN2_LRlpMg
UgzKgI28L6fbRHSuNCV4AaABAg,আমরা স্বাধীনতার স্বপক্ষের লোক ৷,قبل 3 سنوات,Big ব্রাদার্স,UC6nYRcR2AjxI1e-gppZ6k4w,0,,False,vDYmjPKBre8
UgyolyIV4Yu7uzgU_p14AaABAg,This is legit the legend 27 revamped pack,قبل 3 سنوات,Awwlee,UCVWcWUHYmi-9KWlh4bEUS0w,0,,False,1osob2VXCdE
UghgnwdZPfv67XgCoAEC,"Вообще- то слово radiation в данном товаре не обозначает радиацию. Название  
 звучит скорее как ""Тестер электромагнитного излучения""",قبل 5 سنوات,Sasha Petroff,UC-DwO9SJFXY37R43oLE8y-A,14,,False,myqg_CKbyIY
UgimyvTvFj_n63gCoAEC,They are so great together!!!,قبل 7 سنوات,chinita 67,UC9iI6AKJtgGhXyIWNPpzXjA,0,,False,3qamwM4WeQ4
UgxvcBxgBl7rsoDUdat4AaABAg,Çok güzel olmuş tebrikler,قبل سنتين,yıkık Hülya,UCXKZJ1kVHU2mmotfEP-68Qw,2,,True,PtuerEEWRWY
Uggb-K6VsZYlcHgCoAEC,"Here are some war zone ideas: 

Odst drop: Lvl 9 req which is like the target locator. You hold it down until a red zone appears. 5 Odsts drop from orbit into the red zone and are basically marines with Shields and do slightly more damage. Can only be used once and is a legendery. 


Scarab boss fight: Because who doesn't want to light up the sky with that oh so familiar blue explosion ? 


Wasp air squad: 3 to 5 ai wasps which spawn and act like normal bosses 


Noble team: AI noble team (without noble 6) Spawn and Jorge has his chain gun. Kat has whispered truth and Jun has norm fang etc. I know the weapons aren't lore friendly but who doesn't want a challenge? Plus they all drop their weapons. ( Free Jorges  chain gun:D )",قبل 4 سنوات,untaken username,UCV63scirgVxVzJXXknMhmfg,27,,False,A0UkpaVW1fI
UgxUo-bOjiQ65yZ6jWd4AaABAg,Amazing as always 😄👏🏼,قبل 3 سنوات,Aellom : },UCn7F8rJWAHsdVv3P5BIBong,0,,False,wIGQWWPrjrU
UgwfwRUCe-9KZIorsgh4AaABAg,WHAT A GENIUS!!!!,قبل 8 سنوات,Josiah Santiago,UCLv7ZxCon-9v-AQSVu5T8bw,0,,False,IMqWfU1TWJU
UgjwpaSNCNyY03gCoAEC,Hast nen Like Ach ja an den Abmarsch kann ich mich noch errinern  ich bin in der  VS haselstauden  schule,قبل 4 سنوات,Mr. Wrench,UCuxuW0e1XCC7c6YdrT6puIQ,1,,True,aTeSRwvncvI
UgyUsZm345F0FOviaHp4AaABAg,"A mi me ah tocado como 20 veces ser murder y siempre me falta uno y me mata xd, Hermoso video igual que tu >w<",قبل 4 سنوات,- Sayazu.,UC7lZjsS_b5iV9JAyFrZHGQQ,0,,True,Vq3mDz2yDi4
UgzMJzHVTNMLF_8QyE54AaABAg,Sebenarnya udah bisa app drawer di miui 12,قبل سنة واحدة,SSPP GAMENG,UC4Iua7fsM1P3UYg9-nsK6Hw,0,,False,xfQrT13zS9k
UgggAC_XzRJxEXgCoAEC,"Bagi yang tanya2 ""bang kok skin nya Alex?"" itu record pas koneksi down wkwk mcny JD offline. makany skin ny berubah jd Alex wkwk",قبل 5 سنوات,NevinGaming,UCROT7Rgwoz4Qg7rsOfGl3Zw,194,,False,O3mjngebz6g
Ugw8N6RypaZKHtQT9Ft4AaABAg,I love the roleplays!,قبل 3 سنوات,Scaring Crab,UC3b-lcQpw1Bp1JIQaIbm7VA,11,,False,2sBNt89nZOI
Ugz5OG3698LSV-EWiyt4AaABAg,ザメル上手いですね。立ち回りのコツとかあります？僕グフばっかり使ってたので支援機の使い方分からないんですよね。,قبل 3 سنوات,Artrius Lucius,UCJugKM_hruhjQ70TOXhyozQ,1,,False,1emxrXIUo6Q
Ugj5Dz8zn89SjHgCoAEC,con todo respeto que se merace leysaola se le durmio el gallo lo agarraron desarmado ni pa dormir debe dejar la arma,قبل 5 سنوات,Araceli Pacheco,UCQnM4rxkqcWp4-tnaon9Yxw,7,,False,zHya8C6okOI
UgwuVVvtaPl4VZHHx1B4AaABAg.8h8woGRNRP78lUmRHCkpac,Dama Demo المشكله الكرتون سعره غالي,قبل 3 سنوات,Mohammed Alyami,UCj3d8MVIGDNGhWXVIeX3uNQ,0,,False,mwFxVLAmjOI
UgjbWJWLTP0OoXgCoAEC,"Chipart, faz teste com a GTX 960 Asus OC Turbo, please!",قبل 6 سنوات,Lekinho,UCTHXQQkX7vSTgWYXCvEC3dQ,0,,False,dIdM7E1EFtQ
Ugzmcwd0x0F9ZrCaDPt4AaABAg,no me gusto .......,قبل 9 سنوات,fabian londono,UCWjPH93v4f1ajGrVe87moGg,0,,False,jzPEhD8Ib-Q
Ugy9agVSBX6jDltLWFZ4AaABAg,Rest In Peace My Nigga!!! CAMOFLAUGE TIL I DIE!!!,قبل 10 سنوات,Dj Unpredictable,UCgdUVUGrxCP1C8eZjTqnHCw,2,,False,696jRnyPx1M
UgjCHOljeeMZ53gCoAEC,et c'est pas pistolet mitrailler mais RK5 ha ha ha ha lol,قبل 5 سنوات,destroy gaming,UCDWL6WjK-ST8PbSrBLY1_8g,0,,False,wKvlnrKF1PE
UgjrTaLVPZUzp3gCoAEC,"Dopo aver visto questo film mi sono arrabbiata, ma con me stessa. C'è chi affronta le pene dell'inferno sorridendo e noi che abbiamo la salute ce ne stiamo a fare i depressi per delle stronzate. D'ora in poi smetto di lamentarmi per le piccolezze, per rispetto a chi, come Augustus e Hazel, potrebbe lamentarsi e avrebbe anche ragione di farlo",قبل 7 سنوات,Maria Elena Secchi,UCK2-51ZjbCn1c9J_QbFjCUg,162,,False,V1TT4otTTH8
Ugibd9mv4E1mGHgCoAEC,"Jajaja muy bueno!! Genioooos, hagan la parte 2 😄",قبل 7 سنوات,Celeste Insfran,UC4QesjdFkFDlfR2qO9iVhQg,0,,False,ytUtAYn-Lf8
UgwyUHYKG0p3C2faaJx4AaABAg,สติ สติ กราบขอบพระคุณท่านพระอาจารย์ครับผม,قبل 10 أشهر,Anuwat Prathumwan,UCvi_EHn7uwhVjIpZ0QqaLPA,0,,False,TKKI8CIgYEY
UgzVJLK0dVUO3tXVCaZ4AaABAg,"La película me sorprendió gratamente. La tenia agendada y no me ha decepcionado en lo absoluto. 
En estructura guarda semejanzas con un film también dirigido por Campbell (Edge of Darkness). 
Hacen falta mas películas de este tipo, de corte clásico. La dirección por momentos virtuosa, la trama intrigante de principio a fin, y las actuaciones sobresalientes de los protagonistas elevan el film muy por encima de la media. Notable película. 

PD: Buena reseña. 👍",قبل 4 سنوات,Ariel Cantero,UCEPcGiw5iv45B2insRKaz4A,3,,False,l43oU2jTeQA
UgjX50cfIZeZjngCoAEC,I love your piano tutorials,قبل 6 سنوات,Abraham Coumbassa,UC0x7khp_Lp6W_8XA4H5Gyvw,2,,False,Eyxi9cvYQfM
UgjS4NIkezrYaHgCoAEC.8Mbkg4MNAZL8tmfHtpHIRd,Gross....,قبل سنتين,M K,UC_HVUKSdzT6m7lZaIgEGIjQ,0,,False,uJPGzoVyouk
Ugyfzr1gl-L2K8TDH0Z4AaABAg,super hit,قبل 3 سنوات,Narpat Mistry,UCTG-vHfnUs4_p4whAYF-g5g,0,,False,Mh08cYJyizI
Ugi_xhO2eVUzN3gCoAEC,"Вы умнички,очень понравилось,смотрю не отрывая глаз,выпускайте еще видео про барби,я их не собираю,но посмотреть интересно!!!!!!!супер:-) :-) :-) :-) :-) :-) ",قبل 7 سنوات,Лизуля Сидорова,UCIJ1VPBf16tF1y5Cdj3eqwA,0,,False,UBJPhvel63M
UgwQUVM-IRgSUYHg-Oh4AaABAg,太田さんの紹介好きすぎてやばいw,قبل 4 سنوات,Alice in Wonderland,UCwOBLR-j0DbWC7fPSDm02eg,130,,False,SF3FQFMyQzo
Ugx1ufskfs2KTZD5dHB4AaABAg,Guapisima la base <3,قبل 3 سنوات,ZeaZer0 B1nario,UCbzOuqxd7kNdF5clthP0tZA,0,,False,F1dSi1PBcS4
UgjHpPbt0_b883gCoAEC,"Cara que emoção, primeira vez que eu vejo a abertura do programa em tempo real ;-;",قبل 7 سنوات,Victor Luca,UCabhY8-Va9N4A0EFS3jRvfg,1,,False,lRrKggCBGpM
Ugy6TWFYoV_zIw8r1314AaABAg,beautifull,قبل سنتين,milad irani,UCnFkOCpb1kC107CMGOPNOnw,0,,False,vqgjpaSCbAQ
UgxwouqTsN_UIiJMT4d4AaABAg,"Mikor lesz már fotós videó? Ne érts félre, ezek a videók is jók, de fotós tartalom sokkal kevesebb van mint utazós vlog a YouTube-on (magyarul).",قبل 3 سنوات,Farkasphoto Productions,UCMp2rsJkDQmqIctG1KXjICg,0,,False,n6E7AsMEw5k
UgzzDTQI42uUtvgE0ml4AaABAg,har har modi dil me modi 😘😘,قبل 3 سنوات,Siva Patra,UCG1oKKS2P9yzrzqv7oIHQYA,1,,False,1P19Ip-V5lo
UgzXmpy85umEHEOEBDF4AaABAg,Are you going to do more of these?,قبل 4 سنوات,kariu t,UCxE01jgmPsnbdbbCy5vqp9Q,0,,True,uKSjBxGg9Rc
UgxHHTY_G7PGVKTDkkR4AaABAg.93QpbWr8PTd93QpiRtNAdz,Unknown Year.,قبل سنتين,Tekitoma Takedotoo TheRobotBoyMegaManFan 2008 AUTTP,UCotepYcHReG1sIQOmYGWXPw,1,,False,vVEhdwt_hgo
Ugx41aYc2u7i2JEYRPJ4AaABAg,Good work harshu,قبل 4 سنوات,Roshni Balaji Dawkare,UCmwy9SsFZGRyY5HyVPEOAew,0,,False,fPRMKL5wiik
Ugw7FOOJX04RzMOOqAJ4AaABAg,@tizzycla  brava??? è un parolone !!  va bene mi accontento della foto!!!!  :-))))),قبل 10 سنوات,TizyLoveMakeUp,UCrbS7bT7RiYIY3h1mDSxW3g,0,,False,WRy2FaiUQa4
UgzWNjU3grbJE1VcxnR4AaABAg,omg i love this song!!!!!!! :OOOO,قبل 3 سنوات,Elsa a Diana komiksy,UCMqr77EcgNzN-M7D4zNhgHw,1,,False,VwItVqxFmbE
Uggt0x3SuRZ4eHgCoAEC,"""Hello darkness my old friend"" that should be their new intro from now on after witnessing Duncan's mistake. (It also fits in with the dimension)",قبل 5 سنوات,Lavender,UCOxkCkdY-Dldth9X9Fps9-g,13,,False,gzvpRR9YfbI
UgiUOo9A-I8RGngCoAEC,"es sind meistens die nichtssagenden videos, die mit musik ""untermalt"" werden.",قبل 4 سنوات,John Smith,UCVCtGDljraQY8JBoLXWT_PQ,0,,False,ixK5brNmLNs
UgwloZOq6DjfCDfX7-J4AaABAg,Yo opino por la pareja de Christopher y Mairin,قبل 4 سنوات,Joela Pimentel,UCynoraz8yQxo6lGhuCR4Hdw,3,,True,sfpD1wvaOPs
Ugwdsi9tt-DIum5RlAh4AaABAg,1 smoke is in the war ship(easter basin),قبل 11 سنة,gipi6,UCJyonL5j0JUeLUiSepkMDIg,0,,False,0c2Nt4qWyWQ
UgjsBGl_zNJzMXgCoAEC,like,قبل 5 سنوات,David Nascimento,UCGFaD958IPSBt2IZITmrRlQ,0,,False,zvIBJkVmebA
UgzOlTSitwlHQvekxjF4AaABAg,How,قبل سنتين,TomV61,UCQY5a0vqmgCkBCUZ2F1bb5A,0,,False,s-EOvnPKQeM
UggyuErtbmIOw3gCoAEC,"Ich finde die Idee echt klasse,und den Heiligenschein solltest du jetzt immer aufhaben ;-). 
grüße von Rügen.",قبل 5 سنوات,perun schmidt,UC1n2361ojbYjhxlFpQw-RAg,0,,False,j0jdos3Oyqc
UggErt1eMVpyC3gCoAEC,como se llega a pueblo caelestis ?,قبل 6 سنوات,SERGIO CALDERON,UCWIv-ROkP3Ff_qH_-JRo98g,0,,False,oOJakQMeJBQ
UgyglbZJ7wd_9avxCVx4AaABAg,Gauntlets is very strong then every weapons,قبل 8 سنوات,Mario Flores,UCYspNO-Y3t1uMJUkRrR6UzA,0,,False,NsVMzg4RlpI
UgxDNImjbkTgH4JqNsB4AaABAg,"I love this man . A real hero of my country IRAN . The one and only , and never seen befor in the world . Reza Zadeh ,  the best for ever !",قبل 12 سنة,Reza40,UCCJlN8Zk6zh6Qsyd_rQETaA,0,,False,NHMkz0jf6dU
Ughxn5Dract43ngCoAEC,pikachu es un maestro en el ingles le pediré que me enseñe XD,قبل 7 سنوات,JOHN DOE 350,UC6uCY7ccrt2FEIZmIxVG-sA,5,,False,quu1LnTxnhk
UgiuQv8bx5a4-ngCoAEC,"Ending sounds like it's saying '' I quit the YouTube fight! '' 

which would be pretty wise to say, since YouTube is most likely broken now.",قبل 7 سنوات,Fatma Işık Tekbaş,UCV705bCiTaA9N5DPxa1odZg,8,,False,qnWjds74l6I
UgjK_IZJrd5-zHgCoAEC,地元。こコどコモ客層さイぁ９。,قبل 5 سنوات,Yuu Yama,UCQSTwMSXfsidFhVWkySmyjA,0,,False,q1-Ic5pjm3Q
UgwAUIzHAcwov3tiw7p4AaABAg,"Плотность а не давление и не вакуум, вот что давит на атмосферу!",قبل سنة واحدة,Владислав Веренцов,UCFDoc-9nWnOfqfvD1jV09XQ,0,,False,pdt0mCKddKU
Ugz3PRsdP49RlATyNSV4AaABAg,"طارق علالالالالام . و السي رجحي ممنوش جوج لي فقلبو على لسانو
",قبل 8 سنوات,Stounisme,UCl25vZbY1LjMKbpYGycEIIQ,0,,False,9eenhzPvRiY
UgjYIvjWljraAXgCoAEC,I like it,قبل 7 سنوات,Jesus Rios,UCN-Fp_uVRDum2GSdPmrLS5w,0,,False,855FVeYHgT4
UgwGwUhJuj1LmG3c32p4AaABAg,Frumos cântec .Frumoasa familie .Va iubesc .Pupici 😘😘😘😘😘,قبل 4 سنوات,Elena Pana,UCkYHtO0JfK9K7fapL5ZaKzA,7,,False,5EzCJHiCU0A
UgjVHl554iAes3gCoAEC,"擁護するつもりは一切ない。
トラックの後ろの軽は、
もしかしたら信号機がトラックに隠されて見えない状態だったのかも知れない。
たまに後ろに着くと見えなくて、見えた時には赤って時があるからな。
そういう時は来るなよ。
って祈ってる。",قبل 7 سنوات,マダオ,UCnuadkdVNeK9Y6MT-qI72_A,2,,False,XfZ40iZGhI0
UgwDCE-TlxLacat5P1R4AaABAg,"Eu assisti.... hi,hi.....vou mostra pra minha esposa, e também praticar essa mensagem linda...",قبل 4 سنوات,Sérgio Souza,UC1omarqULnkQX7FGe1oBr4Q,0,,False,OYyS0-JRd80
UgwittIKadgxX5ANK694AaABAg,พี่ต้องเอาคนมาเป็นสัตเลี้ยงนะ,قبل 3 سنوات,Supa,UC5xllx9iYN2sWTDlA5knfmw,4,,False,ObRF9Ky328Q
UgyCg9pOepmHQ9SY8GF4AaABAg,31:33 nacs,قبل 3 سنوات,aleksejjj,UCkRheCye9u-bRL02Q7hiEnA,0,,False,esmTQebThEM
UgwDp0h7ic7J6C3Xdx14AaABAg,Me hiubiera gustado ver mas gente q las fuera a recibir! T_T pero iwal son tan lindas!! >_<,قبل 10 سنوات,Iris RatinELF,UC2dSjqpQfj2XwBxJCtnfM1g,0,,False,GXsNDY5fshE
UgiSvvYKXsunAngCoAEC,eZ first,قبل 7 سنوات,Jan,UCK00HVnJRMBQPROkodPknvQ,1,,False,vlNTaehNsEE
UgjgZMIPQX0j9HgCoAEC,"too much feedback, hard to listen to, try to speak closer to your mic",قبل 6 سنوات,tim osman,UC5vK8vMsz9MJSEMGBGkf5Tg,0,,False,jLgP8jvSqB0
UgyD2I_Y1L9X0LZ2lNx4AaABAg,"auf jeden fall detekticv conan entvele ich 
",قبل 9 سنوات,Adi tanm,UC8gFYmsJS2IJiADhQwCrzZw,0,,False,Rk4Ck_Mn7Is
Ugh4vuEXyXpVVXgCoAEC,bravo tsootiat mn lmarsa,قبل 6 سنوات,soufiane elargane,UCm60xUp5De1w0Z7MQ9y6vCA,3,,False,kqslFvZQqT0
UgjS4cMS-DaXhngCoAEC,"Have you ever thought of trying 1v3s using the memory of felwinter and frost-ee5? You're pretty lethal with those grenades, it would be interesting to see how you would do",قبل 4 سنوات,Rob Grozell,UC0dWrzaKRpAc6XAA1gOowgw,1,,False,VQRa4JOcS9Q
UgjYgLp7H5ameHgCoAEC,Euros is so much better,قبل 5 سنوات,Q V,UCdaCzt8zadIvk4NSZQ5QrJw,0,,False,gCsg3bX9L3A
Ugw0TG2bpqzoqShA2hB4AaABAg,NO me di cuenta de que faltaba una palabra al principio,قبل 11 سنة,JIMYZful,UCtDbClOYlqoqaHhDFozQOrQ,0,,False,jl-Ec1ayWo4
UgzO6gohYCRLmX1XPtd4AaABAg,Omg que bello momento.....i love it! La enjundia de zabludovsky es adorable porque en la tele siempre fue tan prosopopeyico. .. Que verlo en la bohemia con mi querido Memo es fascinante!,قبل 8 أشهر,Paiipaii,UCSJZ3Mfze6Ix6RdwM4WWHBg,5,,False,LVX5PlRICwk
